instancia,n,p,v,N,M,mean_chi,se_chi,mean_time,se_time
simples_n100_p01%_v1.col,100,1,1,100,51,20.0,0.4472135954999579,1.013843739,0.8256706507753503
simples_n100_p01%_v2.col,100,1,2,100,48,17.6,0.3999999999999999,0.0852430832,0.0016978126698962
simples_n100_p03%_v1.col,100,3,1,100,155,22.0,0.3162277660168379,0.2565203506,0.0674133585758091
simples_n100_p03%_v2.col,100,3,2,100,154,20.8,0.3741657386773941,0.3273476562,0.094379537180437
simples_n100_p05%_v1.col,100,5,1,100,213,25.4,0.2449489742783177,0.2698306862,0.0160247213090724
simples_n100_p05%_v2.col,100,5,2,100,253,28.8,0.1999999999999999,0.357284613,0.0722995537430938
simples_n100_p10%_v1.col,100,10,1,100,499,45.4,0.3999999999999999,0.4458878502,0.0518523453688557
simples_n100_p10%_v2.col,100,10,2,100,493,44.8,0.3741657386773941,0.5802743209999999,0.0622351053323335
simples_n100_p20%_v1.col,100,20,1,100,993,79.2,0.1999999999999999,0.7501135553999999,0.0876230044948474
simples_n100_p20%_v2.col,100,20,2,100,992,79.0,0.0,0.7798043214,0.0857596306644195
simples_n100_p30%_v1.col,100,30,1,100,1444,100.0,0.0,0.9508422618,0.0030913758709092
simples_n100_p30%_v2.col,100,30,2,100,1480,100.0,0.0,1.0579502406,0.0730478621161621
simples_n100_p40%_v1.col,100,40,1,100,1963,100.0,0.0,1.5908715068,0.0731161615964513
simples_n100_p40%_v2.col,100,40,2,100,1948,100.0,0.0,1.504533738,0.0020860310329441
simples_n1000_p01%_v1.col,1000,1,1,1000,4972,156.8,2.0346989949375804,27.5318790468,4.173827812109023
simples_n1000_p01%_v2.col,1000,1,2,1000,4997,157.8,2.709243436828813,24.2870456822,3.1358432411315915
simples_n1000_p03%_v1.col,1000,3,1,1000,15032,343.0,1.1401754250991378,54.8883101132,6.283625238041089
simples_n1000_p03%_v2.col,1000,3,2,1000,14860,341.6,1.0295630140987,44.36616625800001,9.499496089736276
simples_n1000_p05%_v1.col,1000,5,1,1000,25093,517.4,1.5362291495737217,188.4702926698,13.904743145161572
simples_n1000_p05%_v2.col,1000,5,2,1000,25053,520.4,0.6782329983125267,172.703628936,7.8789737024760305
simples_n1000_p10%_v1.col,1000,10,1,1000,50462,986.0,0.0,98.6195827158,0.3016264373965555
simples_n1000_p10%_v2.col,1000,10,2,1000,50213,980.0,0.0,98.1500656096,0.1453050719570521
simples_n1000_p20%_v1.col,1000,20,1,1000,100166,1000.0,0.0,336.286300416,2.756890022841512
simples_n1000_p20%_v2.col,1000,20,2,1000,99937,1000.0,0.0,341.3614253678,0.3635880110220561
simples_n1000_p30%_v1.col,1000,30,1,1000,149824,1000.0,0.0,737.8803760211999,1.6479247976902884
simples_n1000_p30%_v2.col,1000,30,2,1000,149947,1000.0,0.0,743.2691148490001,0.7192838870451186
simples_n1000_p40%_v1.col,1000,40,1,1000,199724,1000.0,0.0,1342.4643263046,9.723351832033972
